defined_class	defined_class_name	anatomical_entity	anatomical_entity_label	location	location_label
http://purl.obolibrary.org/obo/XPO_0103773		XAO:0004276	bone element	XAO:0003030	forelimb
http://purl.obolibrary.org/obo/XPO_0103774		XAO:0000172	muscle	XAO:0003030	forelimb
http://purl.obolibrary.org/obo/XPO_0103775		XAO:0004276	bone element	XAO:0003031	hindlimb
http://purl.obolibrary.org/obo/XPO_0103776		XAO:0000172	muscle	XAO:0003031	hindlimb
http://purl.obolibrary.org/obo/XPO_0103777		XAO:0003103	claw	XAO:0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103778		XAO:0003035	hindlimb digit	XAO:0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103779		XAO:0003036	forelimb digit	XAO:0004106	regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0103780		XAO:0004098	bipolar neuron	XAO:0003225	retinal inner plexiform layer
http://purl.obolibrary.org/obo/XPO_0130959		XAO:0000042	neuroectoderm	XAO:0003024	head
		XAO:0005008	cilium	XAO:0005170	left-right organizer
		XAO:0005008	cilium	XAO:0005034	neural progenitor cell
		XAO:0005008	cilium	XAO:0000306	floor plate
		XAO:0005008	cilium	XAO:0000010	brain
		XAO:0005008	cilium	XAO:0004393	mucociliary epithelium
		XAO:0005008	cilium	XAO:0002000	pronephric kidney
		XAO:0005008	cilium	XAO:0000062	pronephric nephrostome
		XAO:0005008	cilium	XAO:0004518	proximal tubule
		XAO:0005008	cilium	XAO:0000275	olfactory pit
		XAO:0005008	cilium	XAO:0004130	auditory hair cell
		XAO:0005008	cilium	XAO:0004002	lateral line
		XAO:0005008	cilium	XAO:0000125	alimentary system
		XAO:0005008	cilium	XAO:0000128	stomach
		XAO:0005008	cilium	XAO:0000127	esophagus
